date,name,value
2016-03-01,Diseases of the circulatory system,1989
2016-03-01,Diseases of the respiratory system,574
2016-03-01,Diseases of the digestive system,198
2016-03-01,Diseases of the skin and subcutaneous tissue,10
2016-03-01,Diseases of the musculoskeletal system and connective tissue,23
2016-03-01,Diseases of the genitourinary system,179
2016-03-01,"Pregnancy, childbirth and the puerperium",3
2016-03-01,Certain conditions originating in the perinatal period,52
2016-03-01,"Congenital malformations, deformations and chromosomal abnormalities",32
2016-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",49
2016-03-01,External causes of morbidity and mortality,430
2016-04-01,Certain infectious and parasitic diseases,156
2016-04-01,Neoplasms,1505
2016-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,29
2016-04-01,"Endocrine, nutritional and metabolic diseases",268
2016-04-01,Mental and behavioural disorders,215
2016-04-01,Diseases of the nervous system,371
2016-04-01,Diseases of the circulatory system,1860
2016-04-01,Diseases of the respiratory system,469
2016-04-01,Diseases of the digestive system,159
2016-04-01,Diseases of the skin and subcutaneous tissue,7
2016-04-01,Diseases of the musculoskeletal system and connective tissue,29
2016-04-01,Diseases of the genitourinary system,178
2016-04-01,"Pregnancy, childbirth and the puerperium",6
2016-04-01,Certain conditions originating in the perinatal period,52
2016-04-01,"Congenital malformations, deformations and chromosomal abnormalities",30
2016-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2016-04-01,External causes of morbidity and mortality,418
2016-05-01,Certain infectious and parasitic diseases,136
2016-05-01,Neoplasms,1508
2016-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2016-05-01,"Endocrine, nutritional and metabolic diseases",343
2016-05-01,Mental and behavioural disorders,190
2016-05-01,Diseases of the nervous system,366
2016-05-01,Diseases of the circulatory system,1777
2016-05-01,Diseases of the respiratory system,447
2016-05-01,Diseases of the digestive system,158
2016-05-01,Diseases of the skin and subcutaneous tissue,9
2016-05-01,Diseases of the musculoskeletal system and connective tissue,33
2016-05-01,Diseases of the genitourinary system,143
2016-05-01,"Pregnancy, childbirth and the puerperium",3
2016-05-01,Certain conditions originating in the perinatal period,48
2016-05-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2016-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",49
2016-05-01,External causes of morbidity and mortality,437
2016-06-01,Certain infectious and parasitic diseases,129
2016-06-01,Neoplasms,1438
2016-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,15
2016-06-01,"Endocrine, nutritional and metabolic diseases",253
2016-06-01,Mental and behavioural disorders,145
2016-06-01,Diseases of the nervous system,344
2016-06-01,Diseases of the circulatory system,1669
2016-06-01,Diseases of the respiratory system,371
2016-06-01,Diseases of the digestive system,173
2016-06-01,Diseases of the skin and subcutaneous tissue,8
2016-06-01,Diseases of the musculoskeletal system and connective tissue,24
2016-06-01,Diseases of the genitourinary system,130
2016-06-01,"Pregnancy, childbirth and the puerperium",4
2016-06-01,Certain conditions originating in the perinatal period,45
2016-06-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2016-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2016-06-01,External causes of morbidity and mortality,426
2016-07-01,Certain infectious and parasitic diseases,126
2016-07-01,Neoplasms,1542
2016-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2016-07-01,"Endocrine, nutritional and metabolic diseases",258
2016-07-01,Mental and behavioural disorders,172
2016-07-01,Diseases of the nervous system,376
2016-07-01,Diseases of the circulatory system,1694
2016-07-01,Diseases of the respiratory system,379
2016-07-01,Diseases of the digestive system,179
2016-07-01,Diseases of the skin and subcutaneous tissue,11
2016-07-01,Diseases of the musculoskeletal system and connective tissue,28
2016-07-01,Diseases of the genitourinary system,121
2016-07-01,"Pregnancy, childbirth and the puerperium",6
2016-07-01,Certain conditions originating in the perinatal period,45
2016-07-01,"Congenital malformations, deformations and chromosomal abnormalities",33
2016-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46
2016-07-01,External causes of morbidity and mortality,468
2016-08-01,Certain infectious and parasitic diseases,135
2016-08-01,Neoplasms,1596
2016-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2016-08-01,"Endocrine, nutritional and metabolic diseases",284
2016-08-01,Mental and behavioural disorders,173
2016-08-01,Diseases of the nervous system,347
2016-08-01,Diseases of the circulatory system,1717
2016-08-01,Diseases of the respiratory system,394
2016-08-01,Diseases of the digestive system,159
2016-08-01,Diseases of the skin and subcutaneous tissue,6
2016-08-01,Diseases of the musculoskeletal system and connective tissue,26
2016-08-01,Diseases of the genitourinary system,139
2016-08-01,"Pregnancy, childbirth and the puerperium",7
2016-08-01,Certain conditions originating in the perinatal period,40
2016-08-01,"Congenital malformations, deformations and chromosomal abnormalities",22
2016-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",55
2016-08-01,External causes of morbidity and mortality,470
2016-09-01,Certain infectious and parasitic diseases,121
2016-09-01,Neoplasms,1451
2016-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2016-09-01,"Endocrine, nutritional and metabolic diseases",276
2016-09-01,Mental and behavioural disorders,187
2016-09-01,Diseases of the nervous system,353
2016-09-01,Diseases of the circulatory system,1705
2016-09-01,Diseases of the respiratory system,407
2016-09-01,Diseases of the digestive system,148
2016-09-01,Diseases of the skin and subcutaneous tissue,12
2016-09-01,Diseases of the musculoskeletal system and connective tissue,21
2016-09-01,Diseases of the genitourinary system,136
2016-09-01,"Pregnancy, childbirth and the puerperium",6
2016-09-01,Certain conditions originating in the perinatal period,43
2016-09-01,"Congenital malformations, deformations and chromosomal abnormalities",21
2016-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",63
2016-09-01,External causes of morbidity and mortality,400
2016-10-01,Certain infectious and parasitic diseases,131
2016-10-01,Neoplasms,1589
2016-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,28
2016-10-01,"Endocrine, nutritional and metabolic diseases",297
2016-10-01,Mental and behavioural disorders,196
2016-10-01,Diseases of the nervous system,391
2016-10-01,Diseases of the circulatory system,1891
2016-10-01,Diseases of the respiratory system,416
2016-10-01,Diseases of the digestive system,190
2016-10-01,Diseases of the skin and subcutaneous tissue,14
2016-10-01,Diseases of the musculoskeletal system and connective tissue,27
2016-10-01,Diseases of the genitourinary system,154
2016-10-01,"Pregnancy, childbirth and the puerperium",7
2016-10-01,Certain conditions originating in the perinatal period,48
2016-10-01,"Congenital malformations, deformations and chromosomal abnormalities",32
2016-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",70
2016-10-01,External causes of morbidity and mortality,439
2016-11-01,Certain infectious and parasitic diseases,155
2016-11-01,Neoplasms,1545
2016-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2016-11-01,"Endocrine, nutritional and metabolic diseases",318
2016-11-01,Mental and behavioural disorders,187
2016-11-01,Diseases of the nervous system,334
2016-11-01,Diseases of the circulatory system,1797
2016-11-01,Diseases of the respiratory system,478
2016-11-01,Diseases of the digestive system,170
2016-11-01,Diseases of the skin and subcutaneous tissue,12
2016-11-01,Diseases of the musculoskeletal system and connective tissue,27
2016-11-01,Diseases of the genitourinary system,163
2016-11-01,"Pregnancy, childbirth and the puerperium",5
2016-11-01,Certain conditions originating in the perinatal period,61
2016-11-01,"Congenital malformations, deformations and chromosomal abnormalities",28
2016-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",66
2016-11-01,External causes of morbidity and mortality,443
2016-12-01,Certain infectious and parasitic diseases,153
2016-12-01,Neoplasms,1599
2016-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,33
2016-12-01,"Endocrine, nutritional and metabolic diseases",357
2016-12-01,Mental and behavioural disorders,226
2016-12-01,Diseases of the nervous system,431
2016-12-01,Diseases of the circulatory system,2039
2016-12-01,Diseases of the respiratory system,537
2016-12-01,Diseases of the digestive system,171
2016-12-01,Diseases of the skin and subcutaneous tissue,7
2016-12-01,Diseases of the musculoskeletal system and connective tissue,23
2016-12-01,Diseases of the genitourinary system,178
2016-12-01,"Pregnancy, childbirth and the puerperium",6
2016-12-01,Certain conditions originating in the perinatal period,41
2016-12-01,"Congenital malformations, deformations and chromosomal abnormalities",21
2016-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",61
2016-12-01,External causes of morbidity and mortality,473
2017-01-01,Certain infectious and parasitic diseases,192
2017-01-01,Neoplasms,1603
2017-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,27
2017-01-01,"Endocrine, nutritional and metabolic diseases",394
2017-01-01,Mental and behavioural disorders,245
2017-01-01,Diseases of the nervous system,480
2017-01-01,Diseases of the ear and mastoid process,1
2017-01-01,Diseases of the circulatory system,2214
2017-01-01,Diseases of the respiratory system,735
2017-01-01,Diseases of the digestive system,221
2017-01-01,Diseases of the skin and subcutaneous tissue,5
2017-01-01,Diseases of the musculoskeletal system and connective tissue,26
2017-01-01,Diseases of the genitourinary system,186
2017-01-01,"Pregnancy, childbirth and the puerperium",1
2017-01-01,Certain conditions originating in the perinatal period,40
2017-01-01,"Congenital malformations, deformations and chromosomal abnormalities",35
2017-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2017-01-01,External causes of morbidity and mortality,445
2017-02-01,Certain infectious and parasitic diseases,152
2017-02-01,Neoplasms,1442
2017-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2017-02-01,"Endocrine, nutritional and metabolic diseases",341
2017-02-01,Mental and behavioural disorders,227
2017-02-01,Diseases of the nervous system,399
2017-02-01,Diseases of the ear and mastoid process,1
2017-02-01,Diseases of the circulatory system,2005
2017-02-01,Diseases of the respiratory system,599
2017-02-01,Diseases of the digestive system,210
2017-02-01,Diseases of the skin and subcutaneous tissue,5
2017-02-01,Diseases of the musculoskeletal system and connective tissue,19
2017-02-01,Diseases of the genitourinary system,177
2017-02-01,"Pregnancy, childbirth and the puerperium",1
2017-02-01,Certain conditions originating in the perinatal period,47
2017-02-01,"Congenital malformations, deformations and chromosomal abnormalities",30
2017-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",54
2017-02-01,External causes of morbidity and mortality,384
2017-03-01,Certain infectious and parasitic diseases,154
2017-03-01,Neoplasms,1567
2017-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,28
2017-03-01,"Endocrine, nutritional and metabolic diseases",371
2017-03-01,Mental and behavioural disorders,223
2017-03-01,Diseases of the nervous system,415
2017-03-01,Diseases of the circulatory system,2080
2017-03-01,Diseases of the respiratory system,618
2017-03-01,Diseases of the digestive system,209
2017-03-01,Diseases of the skin and subcutaneous tissue,8
2017-03-01,Diseases of the musculoskeletal system and connective tissue,39
2017-03-01,Diseases of the genitourinary system,161
2017-03-01,"Pregnancy, childbirth and the puerperium",4
2017-03-01,Certain conditions originating in the perinatal period,46
2017-03-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2017-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2017-03-01,External causes of morbidity and mortality,401
2017-04-01,Certain infectious and parasitic diseases,152
2017-04-01,Neoplasms,1492
2017-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2017-04-01,"Endocrine, nutritional and metabolic diseases",310
2017-04-01,Mental and behavioural disorders,223
2017-04-01,Diseases of the nervous system,393
2017-04-01,Diseases of the circulatory system,2000
2017-04-01,Diseases of the respiratory system,537
2017-04-01,Diseases of the digestive system,196
2017-04-01,Diseases of the skin and subcutaneous tissue,10
2017-04-01,Diseases of the musculoskeletal system and connective tissue,27
2017-04-01,Diseases of the genitourinary system,160
2017-04-01,"Pregnancy, childbirth and the puerperium",7
2017-04-01,Certain conditions originating in the perinatal period,59
2017-04-01,"Congenital malformations, deformations and chromosomal abnormalities",36
2017-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",49
2017-04-01,External causes of morbidity and mortality,421
2017-05-01,Certain infectious and parasitic diseases,148
2017-05-01,Neoplasms,1667
2017-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,27
2017-05-01,"Endocrine, nutritional and metabolic diseases",315
2017-05-01,Mental and behavioural disorders,157
2017-05-01,Diseases of the nervous system,377
2017-05-01,Diseases of the circulatory system,1858
2017-05-01,Diseases of the respiratory system,471
2017-05-01,Diseases of the digestive system,168
2017-05-01,Diseases of the skin and subcutaneous tissue,6
2017-05-01,Diseases of the musculoskeletal system and connective tissue,28
2017-05-01,Diseases of the genitourinary system,179
2017-05-01,"Pregnancy, childbirth and the puerperium",3
2017-05-01,Certain conditions originating in the perinatal period,48
2017-05-01,"Congenital malformations, deformations and chromosomal abnormalities",22
2017-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46
2017-05-01,External causes of morbidity and mortality,484
2017-07-01,Certain infectious and parasitic diseases,159
2017-07-01,Neoplasms,1617
2017-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2017-07-01,"Endocrine, nutritional and metabolic diseases",334
2017-07-01,Mental and behavioural disorders,213
2017-07-01,Diseases of the nervous system,367
2017-07-01,Diseases of the circulatory system,1823
2017-07-01,Diseases of the respiratory system,429
2017-07-01,Diseases of the digestive system,167
2017-07-01,Diseases of the skin and subcutaneous tissue,7
2017-07-01,Diseases of the musculoskeletal system and connective tissue,36
2017-07-01,Diseases of the genitourinary system,161
2017-07-01,"Pregnancy, childbirth and the puerperium",2
2017-07-01,Certain conditions originating in the perinatal period,50
2017-07-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2017-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2017-07-01,External causes of morbidity and mortality,528
2017-08-01,Certain infectious and parasitic diseases,145
2017-08-01,Neoplasms,1590
2017-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,27
2017-08-01,"Endocrine, nutritional and metabolic diseases",312
2017-08-01,Mental and behavioural disorders,204
2017-08-01,Diseases of the nervous system,348
2017-08-01,Diseases of the circulatory system,1831
2017-08-01,Diseases of the respiratory system,427
2017-08-01,Diseases of the digestive system,166
2017-08-01,Diseases of the skin and subcutaneous tissue,6
2017-08-01,Diseases of the musculoskeletal system and connective tissue,34
2017-08-01,Diseases of the genitourinary system,148
2017-08-01,"Pregnancy, childbirth and the puerperium",5
2017-08-01,Certain conditions originating in the perinatal period,47
2017-08-01,"Congenital malformations, deformations and chromosomal abnormalities",32
2017-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",53
2017-08-01,External causes of morbidity and mortality,476
2017-09-01,Certain infectious and parasitic diseases,142
2017-09-01,Neoplasms,1510
2017-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2017-09-01,"Endocrine, nutritional and metabolic diseases",319
2017-09-01,Mental and behavioural disorders,196
2017-09-01,Diseases of the nervous system,373
2017-09-01,Diseases of the circulatory system,1816
2017-09-01,Diseases of the respiratory system,413
2017-09-01,Diseases of the digestive system,214
2017-09-01,Diseases of the skin and subcutaneous tissue,7
2017-09-01,Diseases of the musculoskeletal system and connective tissue,27
2017-09-01,Diseases of the genitourinary system,172
2017-09-01,"Pregnancy, childbirth and the puerperium",6
2017-09-01,Certain conditions originating in the perinatal period,48
2017-09-01,"Congenital malformations, deformations and chromosomal abnormalities",30
2017-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",53
2017-09-01,External causes of morbidity and mortality,444
2017-10-01,Certain infectious and parasitic diseases,155
2017-10-01,Neoplasms,1713
2017-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2017-10-01,"Endocrine, nutritional and metabolic diseases",329
2017-10-01,Mental and behavioural disorders,177
2017-10-01,Diseases of the nervous system,427
2017-10-01,Diseases of the ear and mastoid process,1
2017-10-01,Diseases of the circulatory system,1878
2017-10-01,Diseases of the respiratory system,420
2017-10-01,Diseases of the digestive system,185
2017-10-01,Diseases of the skin and subcutaneous tissue,11
2017-10-01,Diseases of the musculoskeletal system and connective tissue,29
2017-10-01,Diseases of the genitourinary system,150
2017-10-01,"Pregnancy, childbirth and the puerperium",4
2017-10-01,Certain conditions originating in the perinatal period,52
2017-10-01,"Congenital malformations, deformations and chromosomal abnormalities",33
2017-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",51
2017-10-01,External causes of morbidity and mortality,473
2017-11-01,Certain infectious and parasitic diseases,139
2017-11-01,Neoplasms,1588
2017-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2017-11-01,"Endocrine, nutritional and metabolic diseases",356
2017-11-01,Mental and behavioural disorders,195
2017-11-01,Diseases of the nervous system,447
2017-11-01,Diseases of the circulatory system,1987
2017-11-01,Diseases of the respiratory system,396
2017-11-01,Diseases of the digestive system,158
2017-11-01,Diseases of the skin and subcutaneous tissue,8
2017-11-01,Diseases of the musculoskeletal system and connective tissue,29
2017-11-01,Diseases of the genitourinary system,155
2017-11-01,"Pregnancy, childbirth and the puerperium",3
2017-11-01,Certain conditions originating in the perinatal period,49
2017-11-01,"Congenital malformations, deformations and chromosomal abnormalities",24
2017-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",62
2017-11-01,External causes of morbidity and mortality,445
2017-12-01,Certain infectious and parasitic diseases,159
2017-12-01,Neoplasms,1659
2017-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2017-12-01,"Endocrine, nutritional and metabolic diseases",413
2017-12-01,Mental and behavioural disorders,253
2017-12-01,Diseases of the nervous system,497
2017-12-01,Diseases of the circulatory system,2294
2017-12-01,Diseases of the respiratory system,616
2017-12-01,Diseases of the digestive system,238
2017-12-01,Diseases of the skin and subcutaneous tissue,15
2017-12-01,Diseases of the musculoskeletal system and connective tissue,34
2017-12-01,Diseases of the genitourinary system,189
2017-12-01,"Pregnancy, childbirth and the puerperium",6
2017-12-01,Certain conditions originating in the perinatal period,49
2017-12-01,"Congenital malformations, deformations and chromosomal abnormalities",32
2017-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",69
2017-12-01,External causes of morbidity and mortality,467
2018-01-01,Certain infectious and parasitic diseases,182
2018-01-01,Neoplasms,1708
2018-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,41
2018-01-01,"Endocrine, nutritional and metabolic diseases",430
2018-01-01,Mental and behavioural disorders,284
2018-01-01,Diseases of the nervous system,539
2018-01-01,Diseases of the ear and mastoid process,1
2018-01-01,Diseases of the circulatory system,2500
2018-01-01,Diseases of the respiratory system,891
2018-01-01,Diseases of the digestive system,233
2018-01-01,Diseases of the skin and subcutaneous tissue,10
2018-01-01,Diseases of the musculoskeletal system and connective tissue,30
2018-01-01,Diseases of the genitourinary system,192
2018-01-01,"Pregnancy, childbirth and the puerperium",3
2018-01-01,Certain conditions originating in the perinatal period,38
2018-01-01,"Congenital malformations, deformations and chromosomal abnormalities",38
2018-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",70
2018-01-01,External causes of morbidity and mortality,481
2018-02-01,Certain infectious and parasitic diseases,162
2018-02-01,Neoplasms,1475
2018-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,20
2018-02-01,"Endocrine, nutritional and metabolic diseases",320
2018-02-01,Mental and behavioural disorders,191
2018-02-01,Diseases of the nervous system,442
2018-02-01,Diseases of the eye and adnexa,1
2018-02-01,Diseases of the ear and mastoid process,1
2018-02-01,Diseases of the circulatory system,2053
2018-02-01,Diseases of the respiratory system,639
2018-02-01,Diseases of the digestive system,176
2018-02-01,Diseases of the skin and subcutaneous tissue,10
2018-02-01,Diseases of the musculoskeletal system and connective tissue,21
2018-02-01,Diseases of the genitourinary system,162
2018-02-01,"Pregnancy, childbirth and the puerperium",9
2018-02-01,Certain conditions originating in the perinatal period,35
2018-02-01,"Congenital malformations, deformations and chromosomal abnormalities",20
2018-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",53
2018-02-01,External causes of morbidity and mortality,431
2018-03-01,Certain infectious and parasitic diseases,149
2018-03-01,Neoplasms,1606
2018-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2018-03-01,"Endocrine, nutritional and metabolic diseases",385
2018-03-01,Mental and behavioural disorders,236
2018-03-01,Diseases of the nervous system,461
2018-03-01,Diseases of the circulatory system,2284
2018-03-01,Diseases of the respiratory system,658
2018-03-01,Diseases of the digestive system,197
2018-03-01,Diseases of the skin and subcutaneous tissue,12
2018-03-01,Diseases of the musculoskeletal system and connective tissue,22
2018-03-01,Diseases of the genitourinary system,197
2018-03-01,"Pregnancy, childbirth and the puerperium",6
2018-03-01,Certain conditions originating in the perinatal period,50
2018-03-01,"Congenital malformations, deformations and chromosomal abnormalities",38
2018-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",52
2018-03-01,External causes of morbidity and mortality,494
2018-04-01,Certain infectious and parasitic diseases,130
2018-04-01,Neoplasms,1591
2018-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,26
2018-04-01,"Endocrine, nutritional and metabolic diseases",337
2018-04-01,Mental and behavioural disorders,212
2018-04-01,Diseases of the nervous system,413
2018-04-01,Diseases of the ear and mastoid process,1
2018-04-01,Diseases of the circulatory system,2036
2018-04-01,Diseases of the respiratory system,514
2018-04-01,Diseases of the digestive system,193
2018-04-01,Diseases of the skin and subcutaneous tissue,10
2018-04-01,Diseases of the musculoskeletal system and connective tissue,34
2018-04-01,Diseases of the genitourinary system,152
2018-04-01,Certain conditions originating in the perinatal period,36
2018-04-01,"Congenital malformations, deformations and chromosomal abnormalities",32
2018-04-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",44
2018-04-01,External causes of morbidity and mortality,490
2018-05-01,Certain infectious and parasitic diseases,127
2018-05-01,Neoplasms,1613
2018-05-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25
2018-05-01,"Endocrine, nutritional and metabolic diseases",358
2018-05-01,Mental and behavioural disorders,213
2018-05-01,Diseases of the nervous system,433
2018-05-01,Diseases of the circulatory system,1990
2018-05-01,Diseases of the respiratory system,467
2018-05-01,Diseases of the digestive system,184
2018-05-01,Diseases of the skin and subcutaneous tissue,9
2018-05-01,Diseases of the musculoskeletal system and connective tissue,25
2018-05-01,Diseases of the genitourinary system,164
2018-05-01,"Pregnancy, childbirth and the puerperium",5
2018-05-01,Certain conditions originating in the perinatal period,48
2018-05-01,"Congenital malformations, deformations and chromosomal abnormalities",37
2018-05-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",51
2018-05-01,External causes of morbidity and mortality,445
2018-06-01,Certain infectious and parasitic diseases,124
2018-06-01,Neoplasms,1598
2018-06-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2018-06-01,"Endocrine, nutritional and metabolic diseases",313
2018-06-01,Mental and behavioural disorders,185
2018-06-01,Diseases of the nervous system,430
2018-06-01,Diseases of the circulatory system,1894
2018-06-01,Diseases of the respiratory system,425
2018-06-01,Diseases of the digestive system,182
2018-06-01,Diseases of the skin and subcutaneous tissue,3
2018-06-01,Diseases of the musculoskeletal system and connective tissue,23
2018-06-01,Diseases of the genitourinary system,169
2018-06-01,"Pregnancy, childbirth and the puerperium",2
2018-06-01,Certain conditions originating in the perinatal period,44
2018-06-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",61
2018-06-01,External causes of morbidity and mortality,491
2018-07-01,Certain infectious and parasitic diseases,138
2018-07-01,Neoplasms,1614
2018-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22
2018-07-01,"Endocrine, nutritional and metabolic diseases",366
2018-07-01,Mental and behavioural disorders,219
2018-07-01,Diseases of the nervous system,417
2018-07-01,Diseases of the circulatory system,1852
2018-07-01,Diseases of the respiratory system,436
2018-07-01,Diseases of the digestive system,205
2018-07-01,Diseases of the skin and subcutaneous tissue,9
2018-07-01,Diseases of the musculoskeletal system and connective tissue,26
2018-07-01,Diseases of the genitourinary system,153
2018-07-01,"Pregnancy, childbirth and the puerperium",1
2018-07-01,Certain conditions originating in the perinatal period,52
2018-07-01,"Congenital malformations, deformations and chromosomal abnormalities",29
2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",59
2018-07-01,External causes of morbidity and mortality,482
2018-08-01,Certain infectious and parasitic diseases,153
2018-08-01,Neoplasms,1633
2018-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22
2018-08-01,"Endocrine, nutritional and metabolic diseases",344
2018-08-01,Mental and behavioural disorders,214
2018-08-01,Diseases of the nervous system,428
2018-08-01,Diseases of the circulatory system,1791
2018-08-01,Diseases of the respiratory system,412
2018-08-01,Diseases of the digestive system,194
2018-08-01,Diseases of the skin and subcutaneous tissue,4
2018-08-01,Diseases of the musculoskeletal system and connective tissue,27
2018-08-01,Diseases of the genitourinary system,144
2018-08-01,"Pregnancy, childbirth and the puerperium",5
2018-08-01,Certain conditions originating in the perinatal period,36
2018-08-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2018-08-01,External causes of morbidity and mortality,522
2018-09-01,Certain infectious and parasitic diseases,158
2018-09-01,Neoplasms,1594
2018-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,21
2018-09-01,"Endocrine, nutritional and metabolic diseases",332
2018-09-01,Mental and behavioural disorders,221
2018-09-01,Diseases of the nervous system,438
2018-09-01,Diseases of the ear and mastoid process,1
2018-09-01,Diseases of the circulatory system,1742
2018-09-01,Diseases of the respiratory system,431
2018-09-01,Diseases of the digestive system,174
2018-09-01,Diseases of the skin and subcutaneous tissue,9
2018-09-01,Diseases of the musculoskeletal system and connective tissue,40
2018-09-01,Diseases of the genitourinary system,146
2018-09-01,"Pregnancy, childbirth and the puerperium",4
2018-09-01,Certain conditions originating in the perinatal period,37
2018-09-01,"Congenital malformations, deformations and chromosomal abnormalities",30
2018-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",54
2018-09-01,External causes of morbidity and mortality,511
2018-10-01,Certain infectious and parasitic diseases,135
2018-10-01,Neoplasms,1661
2018-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,24
2018-10-01,"Endocrine, nutritional and metabolic diseases",378
2018-10-01,Mental and behavioural disorders,202
2018-10-01,Diseases of the nervous system,460
2018-10-01,Diseases of the circulatory system,1954
2018-10-01,Diseases of the respiratory system,459
2018-10-01,Diseases of the digestive system,224
2018-10-01,Diseases of the skin and subcutaneous tissue,9
2018-10-01,Diseases of the musculoskeletal system and connective tissue,29
2018-10-01,Diseases of the genitourinary system,160
2018-10-01,"Pregnancy, childbirth and the puerperium",2
2018-10-01,Certain conditions originating in the perinatal period,47
2018-10-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2018-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",46
2018-10-01,External causes of morbidity and mortality,454
2018-11-01,Certain infectious and parasitic diseases,152
2018-11-01,Neoplasms,1617
2018-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16
2018-11-01,"Endocrine, nutritional and metabolic diseases",379
2018-11-01,Mental and behavioural disorders,210
2018-11-01,Diseases of the nervous system,433
